Entity,Code,Year,Terrorist attacks Unknown,Terrorist attacks Hijacking,Terrorist attacks Hostage Taking (Barricade Incident),Terrorist attacks Unarmed Assault,Terrorist attacks Facility/Infrastructure Attack,Terrorist attacks Hostage Taking (Kidnapping),Terrorist attacks Assassination,Terrorist attacks Armed Assault,Terrorist attacks Bombing/Explosion,Terrorist attacks,Terrorism deaths
Uzbekistan,UZB,2008,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,2008,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,2008,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,2008,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,2008,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,2008,0,0,0,0,0,0,0,0,0,0,0
Yemen Arab Republic,OWID_YAR,2008,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB,2008,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,OWID_YGS,2009,0,0,0,0,0,0,0,0,0,0,0
East Germany,OWID_GDR,2009,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,2009,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,2009,0,0,0,0,0,0,0,0,0,0,0
West Germany,OWID_GFR,2009,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,2009,11,3,1,6,26,48,37,95,276,503,1065
Albania,ALB,2009,0,0,0,0,0,0,0,0,1,1,0
Algeria,DZA,2009,2,0,0,0,1,1,0,24,80,108,204
Angola,AGO,2009,0,0,0,0,0,0,0,1,0,1,2
Argentina,ARG,2009,0,0,0,0,0,0,0,0,1,1,0
Armenia,ARM,2009,0,0,0,0,0,0,1,0,0,1,1
Australia,AUS,2009,0,0,0,0,0,0,0,0,1,1,0
Austria,AUT,2009,0,0,0,0,1,0,0,2,0,3,1
Azerbaijan,AZE,2009,0,0,0,0,0,0,1,0,1,2,1
Bangladesh,BGD,2009,4,0,0,1,1,4,2,5,10,27,18
Belgium,BEL,2009,0,0,0,0,1,0,0,0,0,1,0
Bolivia,BOL,2009,0,0,0,0,0,0,0,0,3,3,0
Bosnia and Herzegovina,BIH,2009,0,0,0,0,0,0,0,0,1,1,0
Cameroon,CMR,2009,0,0,0,0,0,1,0,0,0,1,0
Canada,CAN,2009,0,0,0,0,1,0,0,0,3,4,0
Central African Republic,CAF,2009,1,0,0,0,0,2,0,2,0,5,38
Chad,TCD,2009,0,0,0,0,0,2,0,1,0,3,0
Chile,CHL,2009,0,0,0,0,1,0,0,0,7,8,0
China,CHN,2009,0,0,0,2,0,0,0,3,2,7,186
Colombia,COL,2009,0,4,0,0,20,7,9,30,68,138,107
Croatia,HRV,2009,0,0,0,0,0,0,0,0,1,1,0
Czechia,CZE,2009,0,0,0,0,0,0,0,0,1,1,0
Democratic Republic of Congo,COD,2009,11,0,0,0,10,12,1,20,0,54,824
Ecuador,ECU,2009,0,0,0,0,0,0,0,0,3,3,0
Egypt,EGY,2009,0,0,0,0,0,0,0,0,2,2,1
Equatorial Guinea,GNQ,2009,0,0,0,0,0,0,0,1,0,1,1
Eritrea,ERI,2009,0,0,0,0,0,0,0,0,1,1,2
Ethiopia,ETH,2009,1,0,0,0,0,0,0,0,1,2,13
France,FRA,2009,0,0,0,0,2,0,0,3,4,9,0
Georgia,GEO,2009,0,0,0,0,1,1,0,2,21,25,5
Germany,DEU,2009,0,0,0,0,4,0,0,0,0,4,0
Greece,GRC,2009,1,0,0,0,87,0,0,6,21,115,1
Guinea-Bissau,GNB,2009,0,0,0,0,0,0,1,0,0,1,1
Honduras,HND,2009,0,0,0,0,0,0,2,0,6,8,2
Hungary,HUN,2009,0,0,0,0,1,0,0,0,0,1,2
India,IND,2009,39,5,0,2,82,54,12,232,246,672,774
Indonesia,IDN,2009,0,0,0,0,1,0,0,11,7,19,15
Iran,IRN,2009,1,0,0,0,1,0,0,6,7,15,97
Iraq,IRQ,2009,7,0,0,0,6,16,73,122,913,1137,2585
Israel,ISR,2009,0,0,0,1,0,0,0,0,35,36,1
Italy,ITA,2009,0,0,0,0,0,0,0,0,4,4,0
Japan,JPN,2009,0,0,0,0,1,0,0,0,0,1,0
Kenya,KEN,2009,0,0,0,0,0,1,0,0,0,1,0
Kosovo,OWID_KOS,2009,0,0,0,0,0,0,0,1,0,1,0
Lebanon,LBN,2009,0,0,0,0,0,0,0,2,12,14,17
Lesotho,LSO,2009,0,0,0,0,0,1,0,0,0,1,0
Madagascar,MDG,2009,0,0,0,0,0,0,0,1,0,1,2
Malaysia,MYS,2009,0,0,0,0,0,0,0,1,0,1,0
Mali,MLI,2009,1,0,0,0,0,4,0,1,0,6,30
Mauritania,MRT,2009,0,0,0,0,0,4,0,0,1,5,2
Mexico,MEX,2009,0,0,0,0,0,0,1,0,0,1,2
Moldova,MDA,2009,0,0,0,0,0,0,0,0,1,1,0
Myanmar,MMR,2009,1,0,0,0,0,0,0,1,12,14,46
Nepal,NPL,2009,4,0,0,1,3,2,0,7,22,39,20
Netherlands,NLD,2009,0,0,0,0,0,0,1,0,0,1,7
Niger,NER,2009,2,0,0,0,0,1,0,1,0,4,18
Nigeria,NGA,2009,6,0,0,0,6,5,0,9,16,42,316
Pakistan,PAK,2009,22,3,0,2,18,56,29,118,419,667,1487
Panama,PAN,2009,0,0,0,0,0,0,0,1,0,1,1
Peru,PER,2009,0,0,0,0,0,0,0,1,3,4,19
Philippines,PHL,2009,8,2,1,0,26,16,13,63,100,229,151
Russia,RUS,2009,0,0,0,0,0,7,16,48,81,152,141
Rwanda,RWA,2009,0,0,0,0,0,0,0,0,1,1,4
Saudi Arabia,SAU,2009,0,0,0,0,0,0,1,2,0,3,5
Senegal,SEN,2009,1,0,0,0,0,0,0,2,0,3,9
Serbia,SRB,2009,0,0,0,0,1,0,1,0,1,3,0
Somalia,SOM,2009,8,1,0,2,2,18,8,35,48,122,381
Spain,ESP,2009,0,0,0,0,4,0,1,2,14,21,3
Sri Lanka,LKA,2009,0,0,1,0,1,2,0,11,22,37,201
Sudan,SDN,2009,2,0,0,0,4,5,3,12,0,26,77
Sweden,SWE,2009,0,0,0,0,1,0,0,0,0,1,0
Tajikistan,TJK,2009,0,0,0,0,0,0,0,1,0,1,0
Thailand,THA,2009,1,0,0,0,21,0,14,207,55,298,270
Turkey,TUR,2009,1,0,0,1,2,0,0,2,7,13,18
Uganda,UGA,2009,0,0,0,0,0,0,0,0,2,2,11
Ukraine,UKR,2009,0,0,0,0,0,0,0,0,2,2,0
United Kingdom,GBR,2009,0,5,0,0,6,0,0,4,8,23,3
United States,USA,2009,0,0,0,0,2,0,0,8,2,12,22
Uzbekistan,UZB,2009,0,0,0,0,0,0,0,0,2,2,3
Venezuela,VEN,2009,0,0,1,0,0,1,0,0,1,3,10
World,OWID_WRL,2009,136,23,4,18,346,279,226,1112,2559,4703,9267
Yemen,YEM,2009,1,0,0,0,1,8,1,6,6,23,47
Andorra,AND,2009,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2009,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,2009,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2009,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,2009,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,2009,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,2009,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,2009,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,2009,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2009,0,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,2009,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2009,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2009,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,2009,0,0,0,0,0,0,0,0,0,0,0
Burundi,BDI,2009,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2009,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,2009,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,2009,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,2009,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,2009,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,2009,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,2009,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,2009,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,2009,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,2009,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,2009,0,0,0,0,0,0,0,0,0,0,0
El Salvador,SLV,2009,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2009,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,2009,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,2009,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,2009,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2009,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,2009,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,2009,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,2009,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,2009,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,2009,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,2009,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,2009,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GTM,2009,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,2009,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,2009,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,2009,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2009,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,2009,0,0,0,0,0,0,0,0,0,0,0
Ireland,IRL,2009,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2009,0,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,2009,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,2009,0,0,0,0,0,0,0,0,0,0,0
Kuwait,KWT,2009,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,2009,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2009,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,2009,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,2009,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,2009,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,2009,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,2009,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,2009,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,2009,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,2009,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,2009,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,2009,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,2009,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,2009,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,2009,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,2009,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,2009,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,2009,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,2009,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,2009,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,2009,0,0,0,0,0,0,0,0,0,0,0
Norway,NOR,2009,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,2009,0,0,0,0,0,0,0,0,0,0,0
Paraguay,PRY,2009,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,2009,0,0,0,0,0,0,0,0,0,0,0
Portugal,PRT,2009,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,2009,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,2009,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,2009,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,2009,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,2009,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,2009,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,2009,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2009,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2009,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2009,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,2009,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2009,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,2009,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,2009,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,2009,0,0,0,0,0,0,0,0,0,0,0
Switzerland,CHE,2009,0,0,0,0,0,0,0,0,0,0,0
Syria,SYR,2009,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,2009,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,2009,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,2009,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,2009,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,2009,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,2009,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,2009,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,2009,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,2009,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,2009,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,2009,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,2009,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,2009,0,0,0,0,0,0,0,0,0,0,0
Yemen Arab Republic,OWID_YAR,2009,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB,2009,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,ZWE,2009,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,OWID_YGS,2010,0,0,0,0,0,0,0,0,0,0,0
East Germany,OWID_GDR,2010,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,2010,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,2010,0,0,0,0,0,0,0,0,0,0,0
West Germany,OWID_GFR,2010,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,2010,26,1,0,7,17,78,57,90,266,542,1157
Algeria,DZA,2010,2,0,0,0,0,14,1,10,73,100,109
Angola,AGO,2010,1,0,0,0,0,0,0,1,0,2,4
Argentina,ARG,2010,0,0,0,0,0,0,0,0,5,5,0
Australia,AUS,2010,0,0,0,0,0,0,0,1,0,1,0
Bahrain,BHR,2010,0,0,0,0,1,0,0,0,1,2,0
Bangladesh,BGD,2010,1,0,0,0,0,0,4,4,13,22,15
Belarus,BLR,2010,0,0,0,0,2,0,0,0,0,2,0
Bosnia and Herzegovina,BIH,2010,0,0,0,0,0,0,0,0,1,1,1
Burundi,BDI,2010,0,0,0,0,0,0,0,3,26,29,14
Cameroon,CMR,2010,0,1,0,0,0,0,0,2,0,3,5
Canada,CAN,2010,0,0,0,0,0,0,0,0,2,2,0
Central African Republic,CAF,2010,5,0,0,0,1,2,0,5,0,13,46
Chad,TCD,2010,0,0,0,0,0,1,0,0,0,1,0
Chile,CHL,2010,0,0,0,0,0,0,0,0,5,5,0
China,CHN,2010,0,0,0,0,0,0,0,0,1,1,7
Colombia,COL,2010,2,1,0,0,14,13,5,18,83,136,56
Cote d'Ivoire,CIV,2010,3,0,0,0,0,0,0,4,0,7,10
Democratic Republic of Congo,COD,2010,7,0,0,0,0,4,0,7,0,18,118
Denmark,DNK,2010,0,0,0,0,0,0,0,0,1,1,0
Egypt,EGY,2010,0,0,0,0,0,0,0,0,2,2,0
Eritrea,ERI,2010,1,0,0,0,0,0,0,0,0,1,17
Ethiopia,ETH,2010,0,0,0,0,0,0,0,1,1,2,8
France,FRA,2010,0,0,0,0,1,0,0,0,2,3,0
Georgia,GEO,2010,0,0,0,0,0,1,1,2,3,7,4
Germany,DEU,2010,0,0,0,0,0,0,1,0,0,1,0
Greece,GRC,2010,0,0,0,0,14,0,1,3,31,49,4
India,IND,2010,15,2,1,5,95,110,13,211,211,663,812
Indonesia,IDN,2010,0,0,0,0,3,0,0,1,0,4,0
Iran,IRN,2010,1,0,0,0,0,1,2,5,5,14,115
Iraq,IRQ,2010,4,0,1,1,2,14,147,157,853,1179,2074
Ireland,IRL,2010,0,0,0,1,2,0,0,1,0,4,0
Israel,ISR,2010,0,0,0,0,0,0,0,0,14,14,4
Italy,ITA,2010,0,0,0,0,0,0,1,0,9,10,0
Jordan,JOR,2010,0,0,0,0,0,0,0,0,2,2,1
Kenya,KEN,2010,0,0,0,0,0,0,0,8,4,12,19
Kosovo,OWID_KOS,2010,0,0,0,0,0,0,0,0,1,1,1
Kyrgyzstan,KGZ,2010,0,0,0,0,0,0,0,0,1,1,0
Lebanon,LBN,2010,0,0,0,0,0,0,0,1,4,5,2
Mali,MLI,2010,0,0,0,0,0,1,0,0,0,1,1
Mauritania,MRT,2010,0,0,0,0,0,0,0,0,1,1,1
Mexico,MEX,2010,0,0,0,0,0,1,0,0,4,5,0
Myanmar,MMR,2010,0,0,0,0,0,0,1,0,10,11,13
Nepal,NPL,2010,0,0,0,0,5,2,0,11,20,38,10
Netherlands,NLD,2010,0,0,0,0,0,0,0,0,1,1,0
Niger,NER,2010,0,0,0,0,0,2,0,1,0,3,9
Nigeria,NGA,2010,6,0,0,0,2,11,6,18,20,63,117
Norway,NOR,2010,0,0,0,0,0,0,0,1,0,1,0
Pakistan,PAK,2010,13,0,3,1,17,79,44,177,379,713,1701
Paraguay,PRY,2010,0,0,0,0,0,0,0,2,0,2,2
Philippines,PHL,2010,4,1,1,0,29,13,10,90,56,204,155
Poland,POL,2010,0,0,0,0,0,0,0,1,0,1,1
Russia,RUS,2010,0,1,1,0,9,2,31,62,145,251,231
Rwanda,RWA,2010,0,0,0,0,0,0,0,1,7,8,6
Senegal,SEN,2010,0,0,0,0,0,0,0,1,0,1,3
Serbia,SRB,2010,0,0,0,0,0,0,0,0,1,1,0
Somalia,SOM,2010,12,1,0,3,2,26,15,28,43,130,295
Spain,ESP,2010,0,0,0,0,1,0,0,0,2,3,0
Sri Lanka,LKA,2010,0,0,0,0,1,0,0,0,2,3,2
Sudan,SDN,2010,1,3,0,1,1,8,1,12,1,28,81
Sweden,SWE,2010,0,0,0,0,1,0,0,0,2,3,1
Tajikistan,TJK,2010,0,0,0,0,0,0,0,0,1,1,4
Tanzania,TZA,2010,0,0,0,0,1,0,0,0,0,1,0
Thailand,THA,2010,0,0,0,0,45,0,3,112,93,253,154
Trinidad and Tobago,TTO,2010,0,0,0,0,1,0,0,0,0,1,0
Turkey,TUR,2010,1,0,0,1,5,0,1,1,11,20,13
Uganda,UGA,2010,0,0,0,0,0,2,0,0,4,6,75
Ukraine,UKR,2010,0,0,0,0,0,0,0,0,4,4,1
United Arab Emirates,ARE,2010,0,0,0,0,0,0,0,0,2,2,0
United Kingdom,GBR,2010,0,2,0,0,2,0,1,10,42,57,0
United States,USA,2010,0,0,1,1,13,0,0,1,3,19,4
World,OWID_WRL,2010,116,13,8,21,288,391,360,1110,2508,4815,7829
Yemen,YEM,2010,11,0,0,0,2,6,14,45,34,112,345
Zimbabwe,ZWE,2010,0,0,0,0,0,0,0,1,0,1,1
Albania,ALB,2010,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,2010,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2010,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,2010,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2010,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,2010,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,2010,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,2010,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,2010,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,2010,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,2010,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,2010,0,0,0,0,0,0,0,0,0,0,0
Bolivia,BOL,2010,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2010,0,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,2010,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2010,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2010,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,2010,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2010,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,2010,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,2010,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,2010,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,2010,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,2010,0,0,0,0,0,0,0,0,0,0,0
Czechia,CZE,2010,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,2010,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,2010,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,2010,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,2010,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2010,0,0,0,0,0,0,0,0,0,0,0
El Salvador,SLV,2010,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,2010,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2010,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,2010,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,2010,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,2010,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2010,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,2010,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,2010,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,2010,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,2010,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,2010,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,2010,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,2010,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GTM,2010,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,2010,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,2010,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,2010,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,2010,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,2010,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2010,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,2010,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,2010,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2010,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2010,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,2010,0,0,0,0,0,0,0,0,0,0,0
Kuwait,KWT,2010,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2010,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,2010,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,2010,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,2010,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,2010,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,2010,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,2010,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,2010,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,2010,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,2010,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,2010,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,2010,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,2010,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,2010,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,2010,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,2010,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,2010,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,2010,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,2010,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,2010,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,2010,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,2010,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,2010,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,2010,0,0,0,0,0,0,0,0,0,0,0
Panama,PAN,2010,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,2010,0,0,0,0,0,0,0,0,0,0,0
Peru,PER,2010,0,0,0,0,0,0,0,0,0,0,0
Portugal,PRT,2010,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,2010,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,2010,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,2010,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,2010,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,2010,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,2010,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,2010,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,2010,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2010,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,2010,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2010,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,2010,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2010,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,2010,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,2010,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,2010,0,0,0,0,0,0,0,0,0,0,0
Switzerland,CHE,2010,0,0,0,0,0,0,0,0,0,0,0
Syria,SYR,2010,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,2010,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,2010,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,2010,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,2010,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,2010,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,2010,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,2010,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,2010,0,0,0,0,0,0,0,0,0,0,0
